Country,UniversityName,Campus,CourseType,ProgramTitle,ApplicationFee,Currency,DiscountedValue,CourseFee,InTake,Duration,EnglishlanguageTest,TextBox,UniversityInterview,GreGmatRequirement,Score,AcademicRequirement,Commission,,,,,,,,,,,
UK,University of Wales Trinity Saint David,"South West Wales, Carmarthen, Lampeter and Swansea, London",PG,Doctor of Business Administration (DBA),0,GBP,0,"£8,650",Winter [2025],3 Years,yes,IELTS:6.0,yes,0,0,"Applicants may also need to provide official transcripts from their last high school, a letter of recommendation, or an essay.",,,,,,,,,,,,
UK,University of Wales Trinity Saint David,"South West Wales, Carmarthen, Lampeter and Swansea, London",PG,International Business (MBA),20,GBP,0,"£7,800",Winter [2025],1 Year,yes,IELTS:6.0,yes,0,0,"Applicants may also need to provide official transcripts from their last high school, a letter of recommendation, or an essay.",,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",UG,Computer Science BSc (Hons),20,GBP,0,"£22,500",Winter [2025],3 years,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,80% and above in Senior Secondary School Certificate/Higher Secondary School Certificate,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",UG,Computer Science and Artificial Intelligence BSc (Hons),20,GBP,0,"£22,500",Winter [2025],3 years,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,80% and above in Senior Secondary School Certificate/Higher Secondary School Certificate,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",UG,Computer Science MComp,20,GBP,0,"£22,500",Winter [2025],4 years,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,80% and above in Senior Secondary School Certificate/Higher Secondary School Certificate,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",UG,Computer Science (with an industrial placement year) BSc (Hons),20,GBP,0,"£22,500",Winter [2025],4 Years,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,80% and above in Senior Secondary School Certificate/Higher Secondary School Certificate,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",UG,Business and Management Studies BSc (Hons),20,GBP,0,"£18,500",Winter [2025],3 years,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,80% and above in Senior Secondary School Certificate/Higher Secondary School Certificate,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",UG,Computing for Business and Management BSc (Hons),20,GBP,0,"£22,500",Winter [2025],3 years,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,80% and above in Senior Secondary School Certificate/Higher Secondary School Certificate,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",UG,Psychology with Business and Management BSc (Hons),20,GBP,0,"£16,750",Winter [2025],3 years,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,80% and above in Senior Secondary School Certificate/Higher Secondary School Certificate,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",UG,Business and Management Studies (with a professional placement year) BSc (Hons),20,GBP,0,"£18,500",Winter [2025],4 Years,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,80% and above in Senior Secondary School Certificate/Higher Secondary School Certificate,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Corporate and Financial Risk Management MSc,20,GBP,0,"£22,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Engineering Business Management MSc,20,GBP,0,"£22,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Human Resource Management MSc,20,GBP,0,"£22,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Advanced Mechanical Engineering MSc,20,GBP,0,"£22,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Engineering Business Management MSc,20,GBP,0,"£22,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Advanced Electronic and Electrical Engineering MSc,20,GBP,0,"£22,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Advanced Computer Science MSc,20,GBP,0,"£22,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Cognitive Neuroscience MSc,20,GBP,0,"£22,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Data Science MSc,20,GBP,0,"£18,975",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Neuroscience MSc,20,GBP,0,"£22,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Data Science MSc with an Industrial Placement Year,20,GBP,0,"£18,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Sussex,"Brighton,Hove,England",PG,Applied Social Psychology MSc,20,GBP,0,"£22,500",Winter [2025],1 year,yes,"IELTS 6.0,TOEFL: 80 , PTE:59",yes,0,0,55% -65% in Bachelor's degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",UG,Business Management with Marketing BSc (Hons),0,GBP,0,"£22,000",Winter [2025],3 Years,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",UG,International Business Management BSc (Hons),0,GBP,0,"£22,000",Winter [2025],3 Years,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",UG,International Tourism Management BSc (Hons),0,GBP,0,"£22,000",Winter [2025],3 Years,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",UG,Aerospace Engineering BEng (Hons),0,GBP,0,"£26,000",Winter [2025],3 Years,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",UG,Biomedical Engineering BEng (Hons),0,GBP,0,"£26,000",Winter [2025],3 Years,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",UG,Biomedical Science MSci (Hons),0,GBP,0,"£26,000",Winter [2025],4 Years,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",UG,Computer Science BSc (Hons) (with professional training year),0,GBP,0,"£27,850",Winter [2025],4 Years,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",UG,Paramedic Science BSc (Hons),0,GBP,0,"£15,000",Winter [2025],3 Years,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Data Science MSc,0,GBP,0,"£26,500",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Nuclear Science and Applications MSc,0,GBP,0,"£21,000",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Mathematical Data Science MSc,0,GBP,0,"£23,100",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Air Transport Management MSc,0,GBP,0,"£21,500",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Corporate Environmental Management MSc,0,GBP,0,"£26,000",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Digital Marketing and Channel Management MSc,0,GBP,0,"£20,200",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Human Resources Management MSc,0,GBP,0,"£25,400",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,International Hospitality Management (EuroMasters) MSc,0,GBP,0,"£12,900",Winter [2025],2 years,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Developmental Psychology in Research and Practice MSc,0,GBP,0,"£21,000",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Environmental Psychology MSc,0,GBP,0,"£25,000",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Health Psychology MSc,0,GBP,0,"£25,000",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Surrey,"Guildford, Surrey
, England",PG,Research Methods in Psychology MSc,0,GBP,0,"£21,000",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,you must achieve at least an overall average of 65% or 70% in your undergraduate study depending on the institution you have completed your degree.,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,UG,Tourism and Aviation Management BSc with Integrated Foundation Year,27.5,GBP,0,"£29,750",Winter [2025],5 years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,UG,International Tourism and Hospitality Management BSc (Hons),27.5,GBP,0,"£16,000",Winter [2025],3 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,UG,Tourism and Aviation Management BSc (Hons),27.5,GBP,0,"£16,000",Winter [2025],3 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,UG,Accounting and Financial Management (Top-Up) BA (Hons),27.5,GBP,0,"£16,000",Winter [2025],1 Year,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,UG,Business and Management BA (Hons),27.5,GBP,0,"£16,000",Winter [2025],3 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,UG,Business and Human Resource Management BA (Hons),27.5,GBP,0,"£16,000",Winter [2025],4 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,UG,Events Management BA (Hons),27.5,GBP,0,"£16,000",Winter [2025],3 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,UG,Biomedical Science BSc (Hons),27.5,GBP,0,"£16,000",Winter [2025],3 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Cosmetic Science MSc,27.5,GBP,0,"£16,500",Winter [2025],1 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Data Science MSc,27.5,GBP,0,"£16,500",Winter [2025],1 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Pharmaceutical Sciences for the Overseas Pharmacist Assessment Programme MSc/PgDip,27.5,GBP,0,"£16,500",Winter [2025],1 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Applied Data Science MSc,27.5,GBP,0,"£17,400",Winter [2025],2 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Business Technology Management MSc,27.5,GBP,0,"£13,500",Winter [2025],1 Year,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Applied Project Management MSc with Professional Practice,27.5,GBP,0,"£17,400",Winter [2025],2 Years,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Engineering Management MSc,27.5,GBP,0,"£16,500",Winter [2025],1 Year,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Sustainable Tourism MSc,27.5,GBP,0,"£16,500",Winter [2025],1 Year,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Tourism and Aviation MSc,27.5,GBP,0,"£15,000",Winter [2025],1 Year,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Tourism and Hospitality MSc,27.5,GBP,0,"£16,500",Winter [2025],1 Year,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Psychology (Conversion) MSc,27.5,GBP,0,"£16,500",Winter [2025],1 Year,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,University of Sutherland,Sutherland,PG,Sport and Exercise Sciences MSc,27.5,GBP,0,"£16,500",Winter [2025],1 Year,yes,IELTS:6.0,yes,0,0,Standard Class 12 Certificate - English language across all boards,,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,UG,BSc (Hons) Actuarial Science,0,GBP,,"24,048",Summer,4 Years,Yes,"IELTS - 6.0, TOEFL - 79, PTE - 65",No,No,0,"Prospective undergraduate students need to provide proof of their academic qualifications, usually by showing they have completed high school or an equivalent level of education",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,UG,BEng (Hons) Architectural Engineering,0,GBP,,"18,704",Summer,5 Years,Yes,"IELTS - 6.0, TOEFL - 79, PTE - 65",No,No,0,"Prospective undergraduate students must provide proof of their academic qualifications, generally by showing they have completed high school or an equivalent level of education. Specific entry requirements may vary depending on the applicant's country of origin and education system",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,UG,BBA (Hons) Bachelor of Business Administration,0,GBP,,"18,704",Summer,4 Years,Yes,"IELTS - 6.0, TOEFL - 79, PTE - 65",No,No,0,"Prospective undergraduate students must provide evidence of their academic qualifications, usually by demonstrating completion of high school or an equivalent level of education. Academic entry requirements may differ depending on the applicant's country of origin and educational system",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,UG,BSc (Hons) Biological Sciences (Cell and Molecular Biology),0,GBP,,"24,048",Summer,4 Years,Yes,"IELTS - 6.0, TOEFL - 79, PTE - 65",No,No,0,"Prospective undergraduate students must show proof of their academic qualifications, usually by presenting evidence of completing high school or an equivalent. Entry requirements may vary depending on the applicant's country of origin and educational background",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,UG,BEng (Hons) Aerospace Engineering,0,GBP,,"24,048",Summer,4 Years,Yes,"IELTS - 6.0, TOEFL - 79, PTE - 66",No,No,0,"Prospective undergraduate students must provide proof of their academic qualifications, typically by showing they have completed high school or an equivalent. Entry requirements may differ depending on the applicant's country of origin and educational system",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,UG,BSc (Hons) Computer Science (Data Science),0,GBP,,"24,048",Summer,4 Years,Yes,"IELTS - 6.0, TOEFL - 79, PTE - 67",No,No,0,"Prospective undergraduate students must submit proof of their academic qualifications, usually by showing they have completed high school or an equivalent level of education. The exact entry requirements may vary depending on the applicant's country of origin and educational background",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,UG,BA (Hons) Communication Design,0,GBP,,"18,704",Summer,4 Years,Yes,"IELTS - 6.0, TOEFL - 79, PTE - 68",No,No,0,"Prospective undergraduate students need to provide proof of their academic qualifications, usually by showing they have completed high school or an equivalent level of education. Entry requirements may differ depending on the applicant's country of origin and education system",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,UG,BSc (Hons) Computer Science (Games Programming),,GBP,,"24,048",Summer,4 Years,Yes,"IELTS - 6.0, TOEFL - 79, PTE - 68",No,No,0,"Prospective undergraduate students must provide evidence of their academic qualifications, generally by showing they have completed high school or an equivalent level of education. Specific entry requirements may vary depending on the applicant's country of origin and educational system",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MSc Actuarial Science and Management,0,GBP,,"21,520",Summer,2 Years,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must possess a relevant undergraduate degree or an equivalent qualification from an accredited institution. The entry requirements for each postgraduate program vary according to the specific course, aligning with the academic and professional standards of the respective fields of study",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MSc Advanced Mechanical Engineering,0,GBP,,"26,976",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MSc Artificial Intelligence,0,GBP,,"24,496",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MSc Computational Data Science,0,GBP,,"24,496",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MSc Business Psychology with Human Resource Management,0,GBP,,"20,376",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MSc Civil Engineering and Construction Management,0,GBP,,"24,496",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MSc Climate Change: Managing the Marine Environment,0,GBP,,"26,976",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MA Fashion and Textiles Design with Industry Placement,0,GBP,,"19,056",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MSc Construction Project Management,0,GBP,,"23,248",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MSc Finance and Management,0,GBP,,"23,248",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MDes Games Design and Development,0,GBP,,"24,496",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Heriot Watt University,Sub Urban,PG,MSc International Business Management,0,GBP,,"23,248",Summer,1 year,Yes,"IELTS - 7.0, TOEFL - 90, PTE - 73",No,No,0,"Applicants for postgraduate programs at Heriot-Watt University must have a relevant undergraduate degree or an equivalent qualification from a recognized institution. Entry requirements for each program vary by course, in line with the disciplinary and professional standards of the respective field",0,,,,,,,,,,,
UK,Keele University,Rural,UG,Accounting and Finance - BSc (Hons),0,GBP,,"21,900",Summer,3 Years,Yes,IELTS - 6.0 to 7.0,No,No,0,"For AISSC or CBSE boards: A minimum of 75% in 12th grade is required, with at least 2 years of study completed / For ISE (All India Senior School Certificate) from a State Board: A minimum of 80% in 12th grade is required, with at least 2 years of study completed",0,,,,,,,,,,,
UK,Keele University,Rural,UG,Astrophysics and Chemistry - BSc (Hons),0,GBP,,"20,700",Summer,3 Years,Yes,IELTS - 6.0 to 7.0,No,No,0,"For AISSC or CBSE boards: A minimum of 75% in 12th grade is required, with at least 2 years of study completed / For ISE (All India Senior School Certificate) from a State Board: A minimum of 80% in 12th grade is required, with at least 2 years of study completed",0,,,,,,,,,,,
UK,Keele University,Rural,UG,Biology and Forensic Science - BSc (Hons),0,GBP,,"20,700",Summer,3 Years,Yes,IELTS - 6.0 to 7.0,No,No,0,"For AISSC or CBSE boards: A minimum of 75% in 12th grade is required, with at least 2 years of study completed / For ISE (All India Senior School Certificate) from a State Board: A minimum of 80% in 12th grade is required, with at least 2 years of study completed",0,,,,,,,,,,,
UK,Keele University,Rural,UG,Biomedical Science - BSc (Hons),0,GBP,,"18,800",Summer,3 Years,Yes,IELTS - 6.0 to 7.0,No,No,0,"For AISSC or CBSE boards: A minimum of 75% in 12th grade is required, with at least 2 years of study completed / For ISE (All India Senior School Certificate) from a State Board: A minimum of 80% in 12th grade is required, with at least 2 years of study completed",0,,,,,,,,,,,
UK,Keele University,Rural,UG,Business and Supply Chain Management - BSc,0,GBP,,"19,900",Summer,3 Years,Yes,IELTS - 6.0 to 7.0,No,No,0,"For AISSC or CBSE boards: A minimum of 75% in 12th grade is required, with at least 2 years of study completed / For ISE (All India Senior School Certificate) from a State Board: A minimum of 80% in 12th grade is required, with at least 2 years of study completed",0,,,,,,,,,,,
UK,Keele University,Rural,UG,Business Management and Data Science - BSc (Hons),0,GBP,,"19,900",Summer,3 Years,Yes,IELTS - 6.0 to 7.0,No,No,0,"For AISSC or CBSE boards: A minimum of 75% in 12th grade is required, with at least 2 years of study completed / For ISE (All India Senior School Certificate) from a State Board: A minimum of 80% in 12th grade is required, with at least 2 years of study completed",0,,,,,,,,,,,
UK,Keele University,Rural,UG,Business Management and Music Production - BA (Hons),0,GBP,,"19,500",Summer,3 Years,Yes,IELTS - 6.0 to 7.0,No,No,0,"For AISSC or CBSE boards: A minimum of 75% in 12th grade is required, with at least 2 years of study completed / For ISE (All India Senior School Certificate) from a State Board: A minimum of 80% in 12th grade is required, with at least 2 years of study completed",0,,,,,,,,,,,
UK,Keele University,Rural,UG,Computer Science (Artificial Intelligence) - BSc (Hons),0,GBP,,"20,700",Summer,3 Years,Yes,IELTS - 6.0 to 7.0,No,No,0,"For AISSC or CBSE boards: A minimum of 75% in 12th grade is required, with at least 2 years of study completed / For ISE (All India Senior School Certificate) from a State Board: A minimum of 80% in 12th grade is required, with at least 2 years of study completed",0,,,,,,,,,,,
UK,Keele University,Rural,PG,Accounting and Financial Management - MSc,0,GBP,,"21,900",Summer,1 Year,Yes,IELTS - 6.0 to 7.0,No,No,0,"For a 3-year Bachelor's degree: 1st class (65% or above) is required, except for universities in Delhi, Calcutta, Pune, Bangalore, and Chennai, where 60% is acceptable. For a 4 or 5-year Bachelor's degree, a minimum of 60% is required. The institution must be recognized by NARIC.",0,,,,,,,,,,,
UK,Keele University,Rural,PG,Applied Social and Political Psychology - MSc,0,GBP,,"20,700",Summer,1 Year,Yes,IELTS - 6.0 to 7.0,No,No,0,"For a 3-year Bachelor's degree: 1st class (65% or above) is required, except for universities in Delhi, Calcutta, Pune, Bangalore, and Chennai, where 60% is acceptable. For a 4 or 5-year Bachelor's degree, a minimum of 60% is required. The institution must be recognized by NARIC.",0,,,,,,,,,,,
